Bacia Estudo;Data Leitura;Precipitacao;Pressao Atmosferica Estacao;Pressao Atmosferica Max;Pressao Atmosferica Min;Radiacao Global;Temperatura Bulbo;Temperatura Ponto Orvalho;Temperatura Max;Temperatura Min;Temperatura Orvalho Max;Temperatura Orvalho Min;Umidade Max Hora Ant;Umidade Min Hora Ant;Umidade Relativa Ar;Vento Direcao Horaria;Vento Rajada;Vento Velocidade Horaria;Vazao Observada
UHE IBITINGA INVERNADA RECREIO;14/05/2024;0;958;958.21;957.74;554.65;22.95;15.52;23.9;22.14;15.9;15;66.88;60.42;64.08;176.58;4.18;1.26;"100.0"
UHE IBITINGA INVERNADA RECREIO;15/05/2024;0;959.18;959.38;958.95;680.96;22.45;16.61;23.26;21.71;17.01;16.24;75.58;69.58;72.75;186;3.56;1.11;"101.0"
UHE IBITINGA INVERNADA RECREIO;16/05/2024;0;958.35;958.6;958.1;683.01;23.24;15.68;23.98;22.3;16.21;15.31;72.29;66.38;68.79;196.96;3.72;1.25;"102.0"
UHE IBITINGA INVERNADA RECREIO;17/05/2024;0;959.15;959.35;958.91;738.22;25.41;13.4;26.35;24.33;13.91;12.93;55.75;48.92;51.88;131.08;4.06;1.61;"105.0"
UHE IBITINGA INVERNADA RECREIO;18/05/2024;0;959.53;959.75;959.3;719.8;24.65;13.28;25.54;23.72;13.65;12.73;56.17;49.96;53.08;173.83;3.88;1.37;"103.0"
UHE IBITINGA INVERNADA RECREIO;19/05/2024;0;959.86;960.08;959.61;694.99;23.81;14.28;24.77;22.98;14.8;13.76;62.08;55.38;58.96;208.08;3.25;1.06;"100.0"
UHE IBITINGA INVERNADA RECREIO;20/05/2024;0;960.4;960.65;960.16;717.86;24.24;17.37;24.85;23.51;17.83;16.9;72.33;65.71;68.96;194.38;3.8;1.22;"100.0"
UHE IBITINGA INVERNADA RECREIO;21/05/2024;0;961.04;961.25;960.81;691.9;23.83;16.43;24.6;22.99;16.93;16.03;72.29;66.21;69.08;129.21;4.13;1.39;"100.0"
UHE IBITINGA INVERNADA RECREIO;22/05/2024;0;961.27;961.5;961.06;727.14;23.8;14.54;24.68;23.05;15.06;14.04;64.08;57.63;60.88;87.25;3.86;1.39;"100.0"
UHE IBITINGA INVERNADA RECREIO;23/05/2024;0;959.44;959.72;959.27;734.19;23.35;12.78;24.12;22.56;13.23;12.4;59.83;54.42;56.88;74.42;4.43;1.74;"100.0"
UHE IBITINGA INVERNADA RECREIO;24/05/2024;0.8;958.53;958.83;958.13;270.48;20.69;14.49;21.57;19.89;14.86;13.91;72.13;64.79;69.25;145.58;4.99;1.77;"101.0"
UHE IBITINGA INVERNADA RECREIO;25/05/2024;0;960.66;960.83;960.4;329.38;19.56;17.31;20;19.05;17.67;16.94;89.88;86.5;88.21;182.83;2.51;0.85;"102.0"
UHE IBITINGA INVERNADA RECREIO;26/05/2024;6;962.15;962.38;961.86;252.48;17.76;16.8;18.23;17.46;17.08;16.51;95.21;92.25;94.29;167.92;4.54;1.48;"103.0"
UHE IBITINGA INVERNADA RECREIO;27/05/2024;3.2;961.64;961.9;961.38;465.21;19.4;17.77;19.83;18.87;18.09;17.43;93.38;89.71;91.38;180.63;4.11;1.35;"104.0"
UHE IBITINGA INVERNADA RECREIO;28/05/2024;0;962.79;962.96;962.53;385.1;17.45;15.25;18.11;17.18;15.79;15.12;89.71;85.46;87.63;290.58;5.2;1.74;"107.0"
UHE IBITINGA INVERNADA RECREIO;29/05/2024;0;963.73;963.93;963.55;768.59;14.56;9.19;15.25;13.83;9.93;8.67;79.25;72.29;75.08;215.13;2.64;0.86;"108.0"
UHE IBITINGA INVERNADA RECREIO;30/05/2024;0;963.93;964.16;963.66;749.91;14.39;8.01;15.51;13.44;8.89;7.18;74.83;66.25;70.96;162.71;3.22;1.05;"108.0"
UHE IBITINGA INVERNADA RECREIO;31/05/2024;0.2;964.16;964.4;963.97;757.72;15.73;9.38;16.65;14.84;10.03;8.85;75.33;68.79;71.88;154.92;4.19;1.43;"107.0"
UHE IBITINGA INVERNADA RECREIO;01/06/2024;0;964.28;964.5;964.03;733.03;17.58;9.76;18.46;16.51;10.38;9.06;70.42;62.96;66.71;139.04;3.44;1.13;"100.0"
UHE IBITINGA INVERNADA RECREIO;02/06/2024;0;963.8;964.05;963.59;681.27;20.07;10.83;21.05;19.04;11.4;10.24;62.79;55.96;59.46;99.13;4.23;1.45;"101.0"
UHE IBITINGA INVERNADA RECREIO;03/06/2024;0;964.29;964.5;964.04;604.53;21.36;12.64;22.31;20.55;13.07;12.05;62.79;56.04;59.79;164.04;3.17;1.02;"103.0"
UHE IBITINGA INVERNADA RECREIO;04/06/2024;0;963.53;963.78;963.26;704.29;19.86;14.34;20.78;19.01;14.76;13.91;76.5;70.42;73.79;147.13;3.88;1.39;"102.0"
UHE IBITINGA INVERNADA RECREIO;05/06/2024;0;963.55;963.82;963.33;664.08;19.37;13.57;20.2;18.53;14.11;13.09;77.25;70.79;73.96;167.96;3.65;1.22;"103.0"
UHE IBITINGA INVERNADA RECREIO;06/06/2024;0;962.84;963.03;962.6;702;21.13;12.95;22;20.2;13.6;12.5;70.04;63.33;66.38;132;2.77;0.81;"105.0"
UHE IBITINGA INVERNADA RECREIO;07/06/2024;0;963.56;963.75;963.33;688.2;20.83;11.78;21.74;19.9;12.25;11.26;64.38;56.88;60.58;147.08;2.38;0.65;"106.0"
UHE IBITINGA INVERNADA RECREIO;08/06/2024;0;963.54;963.77;963.36;669.75;21.02;11.7;21.95;20.02;12.24;11.23;63.46;56.25;59.71;118.63;2.4;0.68;"103.0"
UHE IBITINGA INVERNADA RECREIO;09/06/2024;0;961.76;962.01;961.59;700.44;21.61;12.51;22.49;20.84;12.92;12.1;63.29;57.25;60.33;102.17;3.85;1.61;"99.0"
UHE IBITINGA INVERNADA RECREIO;10/06/2024;0;961.04;961.25;960.8;711.27;21.84;11.89;22.73;20.91;12.35;11.44;61.42;55;58.08;103.17;3.91;1.55;"100.0"
UHE IBITINGA INVERNADA RECREIO;11/06/2024;0;962.29;962.48;962.03;694.79;20.97;11.6;22.05;19.88;12.13;10.81;63.67;55.42;59.71;133.33;3.27;1.08;"100.0"
UHE IBITINGA INVERNADA RECREIO;12/06/2024;0;961.68;961.9;961.54;690.23;21.23;11.62;22.11;20.31;12.2;11.08;65.25;58.5;61.5;122.63;2.82;0.89;"99.0"
UHE IBITINGA INVERNADA RECREIO;13/06/2024;0;960.82;961.06;960.61;704.58;21.2;8.75;22.18;20.28;9.38;8.25;53.54;46.96;50.04;64.83;4.52;1.68;"99.0"
UHE IBITINGA INVERNADA RECREIO;14/06/2024;0;960.75;960.94;960.51;694.51;21.75;9.98;22.59;20.87;10.29;9.48;52.92;47.54;50.42;49.13;5.03;2.1;"99.0"
UHE IBITINGA INVERNADA RECREIO;15/06/2024;0;961.98;962.19;961.76;701.72;23;12.1;23.89;21.99;12.65;11.56;57.73;51.55;54.27;104.36;4.21;1.49;"99.0"
UHE IBITINGA INVERNADA RECREIO;16/06/2024;0;960.96;961.23;960.81;755.08;22.43;11.92;23.37;21.52;12.32;11.46;58.36;52.41;55.36;122.95;4.31;1.52;"102.0"
UHE IBITINGA INVERNADA RECREIO;17/06/2024;0;959.11;959.35;958.96;759.95;21.63;10.57;22.57;20.71;11.12;10.19;57.23;50.64;53.73;108;4.89;2.01;"99.0"
UHE IBITINGA INVERNADA RECREIO;18/06/2024;0;958.68;958.9;958.47;768.73;20.43;8.69;21.32;19.48;9.29;8.3;55.41;49.73;52.23;66.09;4.63;1.8;"98.0"
UHE IBITINGA INVERNADA RECREIO;19/06/2024;0;959.65;959.86;959.37;699.85;20.96;8.39;21.91;19.92;8.96;7.92;53.38;47;49.96;119.13;3.84;1.47;"98.0"
UHE IBITINGA INVERNADA RECREIO;20/06/2024;0;960.85;961.06;960.6;695.84;20.83;7.17;21.99;19.67;7.75;6.48;50.13;42.88;46.54;103.25;3.28;1.19;"98.0"
UHE IBITINGA INVERNADA RECREIO;21/06/2024;0;960.01;960.28;959.81;667.73;20.34;7.58;21.33;19.14;8.18;7.13;51.25;44.08;46.92;105.04;3.94;1.44;"98.0"
UHE IBITINGA INVERNADA RECREIO;22/06/2024;0;959.05;959.28;958.86;461.44;21.54;10.15;22.36;20.71;10.52;9.71;54.25;49.08;51.79;112.96;3.8;1.44;"98.0"
UHE IBITINGA INVERNADA RECREIO;23/06/2024;0;958.39;958.61;958.13;601.12;22.95;11.74;23.94;22.09;12.08;11.27;54.88;48.67;51.96;183.54;3.8;1.35;"97.0"
UHE IBITINGA INVERNADA RECREIO;24/06/2024;0;958.53;958.73;958.33;667.97;23.8;11.96;24.73;22.95;12.29;11.58;54.08;48.21;51.38;168.13;4.23;1.53;"98.0"
UHE IBITINGA INVERNADA RECREIO;25/06/2024;0;959.58;959.77;959.33;644.63;22.61;13.05;23.53;21.78;13.32;12.51;60.75;54.13;57.79;184.33;3.15;1.05;"97.0"
UHE IBITINGA INVERNADA RECREIO;26/06/2024;0;959.37;959.61;959.21;593.37;21.81;14.05;22.7;20.94;14.6;13.65;71.54;65.83;68.42;219;3.8;1.22;"95.0"
UHE IBITINGA INVERNADA RECREIO;27/06/2024;0;957.98;958.24;957.77;672.28;22.92;15.14;23.71;22.04;15.72;14.41;67.18;60.27;63.91;195.86;3.79;1.18;"96.0"
UHE IBITINGA INVERNADA RECREIO;28/06/2024;0;957.25;957.45;957;625.46;21.28;14.57;22.11;20.43;15.28;14.08;75.09;68.18;71.32;211.05;3.33;0.9;"99.0"
UHE IBITINGA INVERNADA RECREIO;29/06/2024;0;958.52;958.73;958.29;665.94;22.24;12.8;23.28;21.34;13.45;12.29;63.55;56.45;60.05;270.14;4;1.26;"101.0"
UHE IBITINGA INVERNADA RECREIO;30/06/2024;0;960.02;960.2;959.78;479.29;20.61;14.43;21.26;20.11;14.82;13.92;71.05;65.77;68.82;175.86;4.28;1.41;"98.0"
UHE IBITINGA INVERNADA RECREIO;01/07/2024;8.6;962.71;963.03;962.34;149.78;14.04;13;14.53;13.83;13.34;12.72;94.27;92.05;93.77;151.18;4.47;1.51;"97.0"
UHE IBITINGA INVERNADA RECREIO;02/07/2024;0.4;962.96;963.22;962.8;740.53;16.34;12.64;16.84;15.46;12.4;11.49;81.95;78.68;83.59;143.73;2.61;0.77;"99.0"
UHE IBITINGA INVERNADA RECREIO;03/07/2024;0;960.8;961.15;960.55;674;19.39;12.96;20.44;18.35;13.79;12.42;76.5;68.95;72.36;153.86;3.44;1.19;"102.0"
UHE IBITINGA INVERNADA RECREIO;04/07/2024;0;959.3;959.53;959.14;557.8;22.12;11.95;22.99;21.23;12.67;11.37;61.09;52.86;56.77;146.5;2.95;0.75;"100.0"
UHE IBITINGA INVERNADA RECREIO;05/07/2024;0;960.9;961.09;960.67;381.7;21.89;11.05;22.55;21.2;11.86;10.45;56.77;49.86;53;136.91;2.74;0.96;"99.0"
UHE IBITINGA INVERNADA RECREIO;06/07/2024;0;961.9;962.13;961.69;732.15;20.26;10.21;21.26;19.29;10.73;9.61;60.91;53.05;57;145.55;3.38;1.14;"99.0"
UHE IBITINGA INVERNADA RECREIO;07/07/2024;0;960.14;960.42;960.01;682.11;20.38;12.3;21.31;19.28;13.04;11.72;71.23;63.95;67.14;209.91;4.2;1.32;"96.0"
UHE IBITINGA INVERNADA RECREIO;08/07/2024;0;958.85;959.07;958.66;648.72;19.81;12.27;20.71;18.79;12.59;11.67;68.45;60.73;64.95;180.77;2.81;0.78;"97.0"
UHE IBITINGA INVERNADA RECREIO;09/07/2024;5.2;959.45;959.76;959.2;170.99;15.85;15.19;16.4;15.61;15.5;14.87;96.91;93.73;96.14;167.77;4.2;1.3;"98.0"
UHE IBITINGA INVERNADA RECREIO;10/07/2024;0;958.94;959.2;958.61;544.12;17.43;15.54;17.79;16.82;15.9;15.08;92.36;88.64;90.27;197.32;3.21;0.78;"108.0"
UHE IBITINGA INVERNADA RECREIO;11/07/2024;0;960.1;960.32;959.84;624.04;20.91;16.28;21.45;20.04;16.83;15.88;83.59;78.95;80.18;164.32;2.76;0.78;"111.0"
UHE IBITINGA INVERNADA RECREIO;12/07/2024;0;964.09;964.3;963.74;633.23;21.1;16.47;21.8;20.58;16.8;16.2;79.27;73.59;76.64;168.27;5.11;1.68;"109.0"
UHE IBITINGA INVERNADA RECREIO;13/07/2024;0;964.79;965.15;964.56;698.12;20.74;14.77;21.45;20.04;15.18;14.38;75.5;69.73;72.5;134.73;5.84;2.09;"107.0"
UHE IBITINGA INVERNADA RECREIO;14/07/2024;0;963.19;963.45;962.97;750.58;20.95;13.37;21.58;20.11;14.05;12.99;73;67.27;69.27;184.64;4.49;1.4;"104.0"
UHE IBITINGA INVERNADA RECREIO;15/07/2024;0;964.4;964.59;964.15;691.62;19.95;13.56;20.91;19.11;14.11;12.87;74.05;66.68;70.68;169.59;2.78;0.89;"101.0"
UHE IBITINGA INVERNADA RECREIO;16/07/2024;0;965.4;965.66;965.18;726.95;19.26;12.66;20.05;18.42;13.32;12.28;75.68;69.95;72.18;143.55;4.04;1.48;"100.0"
UHE IBITINGA INVERNADA RECREIO;17/07/2024;0;966.45;966.53;966.2;0.02;15.85;13.98;16.59;15.74;14.26;13.76;89.64;86.18;89.36;168.27;4.09;1.63;"100.0"
UHE IBITINGA INVERNADA RECREIO;22/07/2024;0;964.39;964.65;964.13;798.24;19.85;10.33;20.67;18.81;11.04;9.77;66.23;58.18;61.77;175.18;2.8;0.8;"97.0"
UHE IBITINGA INVERNADA RECREIO;23/07/2024;0;964.81;965.02;964.6;814.45;19.76;9.07;20.85;18.71;9.81;8.26;61.91;53.09;57.41;160.14;3.31;1.12;"97.0"
UHE IBITINGA INVERNADA RECREIO;24/07/2024;0;964.65;964.86;964.46;773.67;19.67;7.48;20.63;18.56;8.27;6.82;56.36;48.23;51.82;120.86;3.25;1.03;"95.0"
UHE IBITINGA INVERNADA RECREIO;25/07/2024;0;963.66;963.94;963.5;800.2;19.9;7.59;21.01;18.75;8.32;6.81;55.18;47.27;51.23;194.64;3.23;0.77;"94.0"
UHE IBITINGA INVERNADA RECREIO;26/07/2024;0;961.84;962.14;961.61;758.51;20.29;7.25;21.55;19.13;7.95;6.69;51.95;43.82;47.95;113;3.23;1.07;"94.0"
UHE IBITINGA INVERNADA RECREIO;27/07/2024;0;961.63;961.87;961.4;725.1;20.67;7.41;21.64;19.63;8.13;7;51.41;44.77;47.55;143.32;3.26;1.06;"94.0"
UHE IBITINGA INVERNADA RECREIO;28/07/2024;0;961.73;962;961.54;783.6;21.63;8.48;22.63;20.45;8.97;7.94;51.82;44.95;48.32;180.27;3.75;1.25;"93.0"
UHE IBITINGA INVERNADA RECREIO;29/07/2024;0;961.06;961.28;960.85;638.26;23.07;9.08;24.05;21.83;9.69;8.49;50.36;43.36;46.32;180;4.51;1.45;"93.0"
UHE IBITINGA INVERNADA RECREIO;30/07/2024;0;964.07;964.25;963.8;403.6;18.2;13.29;18.9;17.68;13.6;13.03;75.91;71.05;73.68;155.82;7.42;2.83;"93.0"
UHE IBITINGA INVERNADA RECREIO;31/07/2024;0;964.28;964.55;964.13;784.42;18.95;12.66;19.64;17.99;13.18;12.31;78.09;72.86;74.45;133.36;4.95;1.75;"97.0"
UHE IBITINGA INVERNADA RECREIO;01/08/2024;0;964.1;964.37;963.89;793.93;21.6;11.75;22.56;20.55;12.6;11.21;66.5;59.27;61.95;119.45;4.54;1.52;"99.0"
UHE IBITINGA INVERNADA RECREIO;02/08/2024;0;963.05;963.36;962.88;752.55;21.51;8.77;22.55;20.3;9.35;8.06;50.59;44.18;47.18;95.09;4.92;1.71;"98.0"
UHE IBITINGA INVERNADA RECREIO;03/08/2024;0;962.25;962.49;962.03;797.4;23.44;10.49;24.26;22.37;10.87;10.03;49.91;44.59;47;58.09;6.43;2.37;"93.0"
UHE IBITINGA INVERNADA RECREIO;04/08/2024;0;962.75;962.99;962.54;806.64;23.3;10.94;24.34;22.32;11.65;10.5;53.45;47.55;50.05;91.18;5.38;2.17;"92.0"
UHE IBITINGA INVERNADA RECREIO;05/08/2024;0;962.5;962.74;962.28;788.32;23.57;10.43;24.56;22.46;11;9.85;51.91;45.73;48.64;77.64;4.22;1.68;"92.0"
UHE IBITINGA INVERNADA RECREIO;06/08/2024;0;960.9;961.2;960.75;723.92;23.22;8.81;24.34;22.03;9.35;8.23;46.91;40.41;43.5;129.23;4.16;1.52;"91.0"
UHE IBITINGA INVERNADA RECREIO;07/08/2024;0;958.09;958.41;957.91;775.9;26.45;8.18;27.2;25.77;8.64;7.83;35.41;32.05;33.59;22.45;6.68;2.96;"91.0"
UHE IBITINGA INVERNADA RECREIO;08/08/2024;0;956.7;956.95;956.45;627.52;24.67;8.15;25.34;23.78;8.55;7.79;39.05;35.09;36.86;147.05;6.27;2.35;"91.0"
UHE IBITINGA INVERNADA RECREIO;09/08/2024;0.4;959.72;960.03;959.34;69.28;20.46;14.06;20.99;20.34;14.29;13.47;70.45;65.05;69.23;208.23;3.54;1.2;"91.0"
UHE IBITINGA INVERNADA RECREIO;10/08/2024;11;962.29;962.57;961.94;674.85;13.3;10.05;13.95;12.73;10.93;9.72;87.18;82.36;83.82;205.77;6.15;2.13;"96.0"
UHE IBITINGA INVERNADA RECREIO;11/08/2024;0;962.22;962.55;961.97;933.73;13.49;6.38;14.35;12.46;7.26;5.58;74.32;66.41;69.91;154.95;3.06;1.15;"105.0"
UHE IBITINGA INVERNADA RECREIO;12/08/2024;0;962.51;962.75;962.28;873.56;15.29;4.63;16.3;14.26;5.75;4.03;62.18;51.45;56.27;238.91;3.71;1.21;"104.0"
UHE IBITINGA INVERNADA RECREIO;13/08/2024;0;963.67;963.91;963.42;951.81;14.53;4;15.67;13.35;4.76;2.98;59.95;49.14;54.86;166.05;3.83;1.27;"101.0"
UHE IBITINGA INVERNADA RECREIO;14/08/2024;0;963.09;963.4;962.9;804.27;15.43;6.67;16.33;14.16;7.2;6.03;68.59;61.23;64.45;161.27;4.29;1.51;"97.0"
UHE IBITINGA INVERNADA RECREIO;15/08/2024;0;961.6;961.87;961.4;866.08;20.38;9.76;21.43;19.1;10.29;9.17;61.45;52.68;56.82;182.64;3.7;1.21;"99.0"
UHE IBITINGA INVERNADA RECREIO;16/08/2024;0;961.22;961.48;961.04;861.71;23.83;10.08;24.67;22.56;10.8;9.45;51.86;44.68;47.86;126.95;2.79;1.05;"100.0"
UHE IBITINGA INVERNADA RECREIO;17/08/2024;0;960.76;961.01;960.57;868.7;24.06;9.73;25.21;22.93;10.43;9.2;49.64;42.55;45.86;135.86;3;0.85;"97.0"
UHE IBITINGA INVERNADA RECREIO;18/08/2024;0;960.32;960.61;960.13;873.34;24.15;8.11;25.34;22.83;8.84;7.4;46.32;37.73;41.73;130;3.16;1.12;"93.0"
UHE IBITINGA INVERNADA RECREIO;19/08/2024;0;959.9;960.15;959.7;892.01;24.85;7.21;25.86;23.64;7.86;6.62;41.55;35.18;38.18;152.14;3.8;1.35;"93.0"
UHE IBITINGA INVERNADA RECREIO;20/08/2024;0;960.38;960.65;960.16;828.38;24.65;7.16;26.07;23.46;7.86;6.43;41.55;32.86;37.68;174.27;3.05;1.06;"92.0"
UHE IBITINGA INVERNADA RECREIO;21/08/2024;0;960.03;960.35;959.8;881.2;23.92;9.55;24.86;22.65;10.35;8.75;54;45.95;49.68;143.77;4.78;1.67;"91.0"
UHE IBITINGA INVERNADA RECREIO;23/08/2024;0;955.77;956.05;955.6;838.29;25.72;6.07;26.82;24.43;6.5;5.4;35.18;29.41;32.27;162.36;6.63;2.44;"90.0"
UHE IBITINGA INVERNADA RECREIO;24/08/2024;0;958.11;958.31;957.58;651.83;22.63;13.07;23.84;21.86;13.48;12.36;60.95;52.77;57.77;194.41;5.85;1.9;"89.0"
UHE IBITINGA INVERNADA RECREIO;25/08/2024;7.8;964.07;964.76;963.14;164.81;15.55;15.14;15.95;15.4;15.54;14.9;98.55;95.95;97.59;188.64;5.44;1.9;"90.0"
UHE IBITINGA INVERNADA RECREIO;26/08/2024;0;965.24;965.57;965.06;939.06;14.52;9.31;15.07;13.95;10.26;8.92;81.14;75.64;77.14;186.55;4.72;1.71;"94.0"
UHE IBITINGA INVERNADA RECREIO;27/08/2024;0;964.87;965.14;964.69;1066.01;14.61;4.15;15.42;13.53;5.18;3.53;62.55;55.5;58.05;167.95;4.43;1.64;"95.0"
UHE IBITINGA INVERNADA RECREIO;28/08/2024;0;964.11;964.39;963.89;981.57;17.76;9.46;18.46;16.7;9.72;8.8;66.45;59.77;63.23;166.77;5.03;2.06;"95.0"
UHE IBITINGA INVERNADA RECREIO;29/08/2024;0;964.48;964.77;964.21;988.65;20.37;12.07;21.02;19.17;12.62;11.77;69.63;63;65.37;172.74;4.06;1.45;"93.0"
UHE IBITINGA INVERNADA RECREIO;30/08/2024;0;961.49;747.23;746.8;900.9;28.06;9.1;24.43;22.82;6.53;5.51;20.67;17.78;33;139.44;3.06;0.87;"94.0"
UHE IBITINGA INVERNADA RECREIO;31/08/2024;0;961;961;960.8;0;23.05;9.15;24.85;22.95;9.15;8.55;41.5;36;41.5;133;3;0.6;"96.0"
UHE IBITINGA INVERNADA RECREIO;01/09/2024;0;959.4;960.03;959.39;2464.81;34.19;2.77;34.89;32.97;4.24;2.1;16.57;13.43;14.14;314;6.39;2.27;"93.0"
